user_id,event_type,event_time,platform,session_id,item_category
TL-0408,start_listing,2026-01-21T09:00:00.000000,Web,960336,Phone
TL-0269,search_item,2026-01-04T02:00:00.000000,Android,552702,Small Appliance
TL-0456,session_start,2026-01-01T07:00:00.000000,WEB,188684,
TL-0388,start_listing,2026-02-03T10:00:00.000000,iOS,921893,Laptop
TL-0311,session_start,2026-01-25T19:00:00.000000,Web,293187,
TL-0334,search_item,2026-01-30T04:00:00.000000,Web,637317,Phone
TL-0348,complete_listing,2026-02-05T03:00:00.000000,WEB,288388,
TL-0123,search_item,2026-01-08T11:00:00.000000,Web,948197,Phone
TL-0491,session_start,2026-01-06T21:00:00.000000,Web,984113,
TL-0059,session_start,2026-01-21T13:00:00.000000,iOS,621432,
TL-0309,search_item,2026-01-27T14:00:00.000000,Android,289974,Phone
TL-0050,session_start,2026-01-27T16:00:00.000000,iOS,540816,
TL-0003,search_item,2026-02-15T05:00:00.000000,Android,791292,Phone
TL-0291,session_start,2026-01-14T22:00:00.000000,WEB,796716,
TL-0117,start_listing,2026-01-18T04:00:00.000000,WEB,100764,Battery
TL-0349,start_listing,2026-01-17T09:00:00.000000,Web,635230,Laptop
TL-0462,start_listing,2026-01-07T22:00:00.000000,Web,556055,Phone
TL-0128,search_item,2026-01-03T13:00:00.000000,Web,400703,Battery
TL-0018,search_item,2026-02-01T01:00:00.000000,Web,183485,Battery
TL-0200,session_start,2026-01-23T14:00:00.000000,WEB,856931,
TL-0052,session_start,2026-01-13T00:00:00.000000,WEB,898062,
TL-0072,session_start,2026-01-25T12:00:00.000000,Android,823277,
TL-0212,session_start,2026-01-12T00:00:00.000000,Android,230985,
TL-0178,session_start,2026-01-06T00:00:00.000000,Android,397308,
TL-0326,session_start,2026-02-06T16:00:00.000000,Web,172493,
TL-0091,complete_listing,2026-02-01T11:00:00.000000,Android,355965,
TL-0451,session_start,2026-01-03T06:00:00.000000,Web,738065,
TL-0080,complete_listing,2026-01-21T17:00:00.000000,iOS,786155,
TL-0180,start_listing,2026-02-01T07:00:00.000000,WEB,139291,Laptop
TL-0276,start_listing,2026-01-01T02:00:00.000000,iOS,320996,Battery
TL-0488,start_listing,2026-01-10T03:00:00.000000,WEB,287030,Small Appliance
TL-0019,search_item,2026-02-12T15:00:00.000000,iOS,646657,Small Appliance
TL-0237,complete_listing,2026-01-09T09:00:00.000000,iOS,842560,
TL-0389,search_item,2026-02-12T08:00:00.000000,WEB,230156,Small Appliance
TL-0405,search_item,2026-01-10T01:00:00.000000,Android,893628,Laptop
TL-0291,session_start,2026-02-07T20:00:00.000000,Web,406445,
TL-0269,search_item,2026-01-18T13:00:00.000000,Web,453146,Battery
TL-0082,session_start,2026-02-12T13:00:00.000000,WEB,955900,
TL-0119,session_start,2026-01-03T23:00:00.000000,iOS,970579,
TL-0478,search_item,2026-01-10T06:00:00.000000,Android,426760,Small Appliance
TL-0040,start_listing,2026-02-05T14:00:00.000000,iOS,626432,Small Appliance
TL-0397,search_item,2026-01-15T21:00:00.000000,iOS,575472,Phone
TL-0443,session_start,2026-01-31T03:00:00.000000,iOS,887662,
TL-0145,start_listing,2026-01-03T03:00:00.000000,Web,353357,Battery
TL-0127,session_start,2026-02-07T16:00:00.000000,Android,116105,
TL-0362,session_start,2026-01-16T11:00:00.000000,Android,441139,
TL-0453,session_start,2026-01-15T13:00:00.000000,iOS,871079,
TL-0277,start_listing,2026-01-04T01:00:00.000000,Web,861260,Small Appliance
TL-0146,session_start,2026-02-14T17:00:00.000000,Android,117410,
TL-0428,session_start,2026-01-17T15:00:00.000000,Web,766248,
TL-0231,search_item,2026-01-20T10:00:00.000000,Android,732522,Laptop
TL-0393,search_item,2026-02-10T08:00:00.000000,Web,420016,Battery
TL-0011,search_item,2026-01-25T20:00:00.000000,Android,234274,Battery
TL-0495,search_item,2026-01-06T03:00:00.000000,Web,679329,Laptop
TL-0303,start_listing,2026-01-02T07:00:00.000000,WEB,356069,Laptop
TL-0047,session_start,2026-02-13T01:00:00.000000,WEB,105833,
TL-0479,complete_listing,2026-01-15T03:00:00.000000,Android,492516,
TL-0081,session_start,2026-02-05T10:00:00.000000,iOS,794615,
TL-0151,search_item,2026-02-13T18:00:00.000000,iOS,180364,Phone
TL-0496,start_listing,2026-01-04T00:00:00.000000,Web,327725,Battery
TL-0326,search_item,2026-01-25T14:00:00.000000,iOS,436198,Small Appliance
TL-0091,session_start,2026-01-18T03:00:00.000000,iOS,204126,
TL-0437,session_start,2026-02-09T18:00:00.000000,WEB,357012,
TL-0139,search_item,2026-02-08T06:00:00.000000,WEB,963778,Battery
TL-0394,start_listing,2026-01-23T10:00:00.000000,Web,641126,Small Appliance
TL-0055,search_item,2026-01-31T10:00:00.000000,Android,171373,Phone
TL-0271,session_start,2026-01-29T18:00:00.000000,Android,624657,
TL-0344,search_item,2026-01-02T04:00:00.000000,Web,923452,Battery
TL-0020,session_start,2026-02-14T09:00:00.000000,Android,980140,
TL-0388,session_start,2026-01-03T21:00:00.000000,WEB,610310,
TL-0480,complete_listing,2026-02-10T15:00:00.000000,WEB,808056,
TL-0071,session_start,2026-01-11T07:00:00.000000,Android,168034,
TL-0476,complete_listing,2026-01-27T05:00:00.000000,Web,645894,
TL-0070,start_listing,2026-02-15T08:00:00.000000,iOS,948282,Phone
TL-0374,search_item,2026-01-22T02:00:00.000000,Android,925499,Phone
TL-0175,complete_listing,2026-01-16T02:00:00.000000,iOS,792146,
TL-0301,search_item,2026-01-25T20:00:00.000000,Web,826622,Laptop
TL-0489,search_item,2026-01-05T10:00:00.000000,WEB,339024,Battery
TL-0469,session_start,2026-01-29T18:00:00.000000,Android,877788,
TL-0249,session_start,2026-02-08T02:00:00.000000,WEB,170687,
TL-0032,session_start,2026-01-23T07:00:00.000000,iOS,368584,
TL-0086,start_listing,2026-02-07T00:00:00.000000,Android,127050,Phone
TL-0394,start_listing,2026-01-13T18:00:00.000000,WEB,120511,Laptop
TL-0308,session_start,2026-01-23T15:00:00.000000,iOS,716639,
TL-0249,session_start,2026-02-03T19:00:00.000000,Web,946473,
TL-0378,session_start,2026-01-11T08:00:00.000000,iOS,472101,
TL-0032,search_item,2026-02-08T17:00:00.000000,Web,769288,Phone
TL-0343,session_start,2026-02-06T09:00:00.000000,Web,610150,
TL-0381,complete_listing,2026-01-12T03:00:00.000000,Android,836420,
TL-0107,session_start,2026-02-11T13:00:00.000000,WEB,284928,
TL-0335,search_item,2026-01-21T15:00:00.000000,Android,488755,Small Appliance
TL-0014,session_start,2026-01-17T11:00:00.000000,WEB,196764,
TL-0114,session_start,2026-01-08T07:00:00.000000,iOS,766853,
TL-0024,session_start,2026-02-05T17:00:00.000000,Android,287036,
TL-0394,session_start,2026-01-09T09:00:00.000000,WEB,374317,
TL-0320,start_listing,2026-01-11T08:00:00.000000,Web,872285,Battery
TL-0313,session_start,2026-02-11T15:00:00.000000,Android,176007,
TL-0468,session_start,2026-02-04T06:00:00.000000,Android,847080,
TL-0036,search_item,2026-01-21T09:00:00.000000,Android,686479,Battery
TL-0351,session_start,2026-01-26T21:00:00.000000,iOS,679944,
TL-0100,session_start,2026-02-08T12:00:00.000000,Android,652535,
TL-0370,session_start,2026-01-30T17:00:00.000000,iOS,139835,
TL-0133,session_start,2026-02-07T17:00:00.000000,Android,173549,
TL-0038,session_start,2026-01-25T14:00:00.000000,WEB,619375,
TL-0296,search_item,2026-01-24T19:00:00.000000,iOS,310197,Small Appliance
TL-0403,search_item,2026-02-01T19:00:00.000000,iOS,148555,Small Appliance
TL-0476,start_listing,2026-02-15T00:00:00.000000,iOS,750957,Battery
TL-0108,session_start,2026-01-02T01:00:00.000000,iOS,599853,
TL-0081,start_listing,2026-01-03T18:00:00.000000,WEB,783075,Phone
TL-0131,search_item,2026-01-19T20:00:00.000000,iOS,814408,Small Appliance
TL-0328,session_start,2026-02-13T14:00:00.000000,iOS,506978,
TL-0340,session_start,2026-01-31T03:00:00.000000,iOS,851193,
TL-0019,session_start,2026-01-05T16:00:00.000000,Web,623772,
TL-0325,start_listing,2026-01-05T08:00:00.000000,Web,702601,Small Appliance
TL-0224,search_item,2026-01-24T02:00:00.000000,Android,314641,Phone
TL-0473,start_listing,2026-01-12T05:00:00.000000,WEB,863871,Battery
TL-0020,search_item,2026-02-05T07:00:00.000000,Web,572900,Laptop
TL-0185,session_start,2026-01-20T07:00:00.000000,WEB,186981,
TL-0250,session_start,2026-02-15T00:00:00.000000,Android,203482,
TL-0112,search_item,2026-02-05T04:00:00.000000,WEB,567677,Laptop
TL-0497,search_item,2026-02-01T21:00:00.000000,Android,698535,Small Appliance
TL-0186,complete_listing,2026-01-01T06:00:00.000000,WEB,889500,
TL-0012,start_listing,2026-01-10T06:00:00.000000,iOS,238889,Laptop
TL-0440,start_listing,2026-01-02T02:00:00.000000,Web,473055,Small Appliance
TL-0055,session_start,2026-02-14T10:00:00.000000,Web,516475,
TL-0132,search_item,2026-01-16T16:00:00.000000,WEB,455909,Laptop
TL-0332,session_start,2026-01-13T17:00:00.000000,Web,608063,
TL-0020,search_item,2026-01-08T12:00:00.000000,iOS,182142,Phone
TL-0255,complete_listing,2026-02-15T19:00:00.000000,Web,620738,
TL-0399,search_item,2026-02-13T23:00:00.000000,Android,903914,Laptop
TL-0463,complete_listing,2026-02-09T19:00:00.000000,Web,998376,
TL-0445,search_item,2026-01-06T19:00:00.000000,Web,443727,Laptop
TL-0315,session_start,2026-01-15T23:00:00.000000,WEB,334578,
TL-0334,search_item,2026-01-10T18:00:00.000000,Web,523275,Small Appliance
TL-0238,session_start,2026-01-10T22:00:00.000000,iOS,588325,
TL-0086,start_listing,2026-02-15T15:00:00.000000,Android,445220,Laptop
TL-0327,session_start,2026-01-30T10:00:00.000000,iOS,862228,
TL-0014,complete_listing,2026-01-23T03:00:00.000000,Web,379134,
TL-0273,session_start,2026-02-15T03:00:00.000000,Web,582068,
TL-0335,session_start,2026-01-17T04:00:00.000000,iOS,359085,
TL-0087,search_item,2026-02-01T22:00:00.000000,iOS,324775,Laptop
TL-0373,start_listing,2026-01-10T10:00:00.000000,WEB,945808,Small Appliance
TL-0107,session_start,2026-01-21T13:00:00.000000,WEB,493803,
TL-0192,complete_listing,2026-01-17T15:00:00.000000,iOS,122607,
TL-0460,start_listing,2026-01-04T00:00:00.000000,iOS,340572,Battery
TL-0451,search_item,2026-02-07T18:00:00.000000,Android,828867,Phone
TL-0265,complete_listing,2026-01-30T21:00:00.000000,WEB,460060,
TL-0085,session_start,2026-02-04T09:00:00.000000,Web,531579,
TL-0038,start_listing,2026-01-23T00:00:00.000000,WEB,386604,Small Appliance
TL-0468,search_item,2026-02-07T14:00:00.000000,Android,531189,Laptop
TL-0331,session_start,2026-01-09T02:00:00.000000,WEB,649290,
TL-0229,complete_listing,2026-01-28T22:00:00.000000,Android,789939,
TL-0409,start_listing,2026-01-20T11:00:00.000000,WEB,293494,Small Appliance
TL-0041,session_start,2026-02-08T16:00:00.000000,Web,524401,
TL-0092,start_listing,2026-02-11T09:00:00.000000,WEB,196118,Small Appliance
TL-0098,session_start,2026-02-14T22:00:00.000000,iOS,676227,
TL-0185,session_start,2026-01-02T12:00:00.000000,Web,362156,
TL-0485,session_start,2026-01-21T10:00:00.000000,iOS,127140,
TL-0482,session_start,2026-01-14T06:00:00.000000,Web,618947,
TL-0351,start_listing,2026-01-23T03:00:00.000000,Web,672397,Phone
TL-0221,search_item,2026-01-22T11:00:00.000000,WEB,829045,Battery
TL-0197,session_start,2026-02-06T07:00:00.000000,WEB,932493,
TL-0347,search_item,2026-02-03T21:00:00.000000,Android,543390,Small Appliance
TL-0218,search_item,2026-01-13T09:00:00.000000,WEB,101583,Battery
TL-0063,session_start,2026-02-14T04:00:00.000000,Web,322266,
TL-0250,session_start,2026-01-19T13:00:00.000000,iOS,948756,
TL-0151,search_item,2026-01-15T14:00:00.000000,iOS,327455,Battery
TL-0328,session_start,2026-02-03T06:00:00.000000,iOS,322783,
TL-0239,search_item,2026-01-07T08:00:00.000000,iOS,339890,Battery
TL-0027,session_start,2026-01-21T17:00:00.000000,iOS,634014,
TL-0038,session_start,2026-01-18T08:00:00.000000,iOS,986820,
TL-0022,session_start,2026-01-22T15:00:00.000000,WEB,905047,
TL-0008,start_listing,2026-01-13T05:00:00.000000,iOS,120906,Battery
TL-0066,start_listing,2026-01-20T04:00:00.000000,Web,135509,Phone
TL-0331,complete_listing,2026-02-05T04:00:00.000000,WEB,417762,
TL-0285,search_item,2026-01-21T01:00:00.000000,iOS,517603,Phone
TL-0149,session_start,2026-02-10T07:00:00.000000,iOS,123000,
TL-0024,session_start,2026-02-03T04:00:00.000000,Android,778330,
TL-0289,session_start,2026-02-07T08:00:00.000000,iOS,334694,
TL-0286,session_start,2026-01-20T10:00:00.000000,Web,464637,
TL-0045,search_item,2026-01-30T18:00:00.000000,WEB,316455,Laptop
TL-0428,search_item,2026-01-10T05:00:00.000000,iOS,252924,Battery
TL-0289,search_item,2026-01-06T11:00:00.000000,iOS,527325,Phone
TL-0452,search_item,2026-02-07T09:00:00.000000,Web,497715,Phone
TL-0455,start_listing,2026-01-26T01:00:00.000000,Web,803114,Small Appliance
TL-0498,start_listing,2026-02-01T10:00:00.000000,Android,335205,Small Appliance
TL-0057,session_start,2026-02-13T03:00:00.000000,WEB,378317,
TL-0324,start_listing,2026-02-09T04:00:00.000000,Web,965793,Battery
TL-0171,session_start,2026-02-13T09:00:00.000000,Web,222347,
TL-0370,session_start,2026-01-17T23:00:00.000000,Android,795161,
TL-0146,session_start,2026-02-12T11:00:00.000000,Web,273020,
TL-0139,search_item,2026-02-14T19:00:00.000000,iOS,964685,Laptop
TL-0176,session_start,2026-01-18T07:00:00.000000,Web,787791,
TL-0452,search_item,2026-02-04T17:00:00.000000,WEB,869114,Laptop
TL-0036,search_item,2026-01-30T05:00:00.000000,Web,451400,Battery
TL-0125,search_item,2026-01-11T09:00:00.000000,Web,397277,Laptop
TL-0132,search_item,2026-02-05T12:00:00.000000,Web,805441,Laptop
TL-0239,start_listing,2026-01-16T06:00:00.000000,Web,112034,Phone
TL-0096,session_start,2026-01-22T06:00:00.000000,Web,353931,
TL-0211,session_start,2026-01-07T21:00:00.000000,Android,254423,
TL-0086,search_item,2026-01-26T01:00:00.000000,Android,369945,Battery
TL-0281,session_start,2026-01-25T07:00:00.000000,WEB,191899,
TL-0301,session_start,2026-02-08T04:00:00.000000,WEB,294135,
TL-0351,complete_listing,2026-01-31T18:00:00.000000,WEB,709745,
TL-0444,search_item,2026-01-27T21:00:00.000000,Web,741538,Small Appliance
TL-0244,search_item,2026-01-26T00:00:00.000000,Web,526349,Phone
TL-0205,search_item,2026-01-03T20:00:00.000000,Android,266380,Phone
TL-0111,session_start,2026-01-17T19:00:00.000000,Android,553580,
TL-0344,session_start,2026-01-25T16:00:00.000000,WEB,958485,
TL-0103,session_start,2026-01-30T06:00:00.000000,Web,980895,
TL-0141,complete_listing,2026-02-03T05:00:00.000000,iOS,906751,
TL-0279,search_item,2026-01-28T05:00:00.000000,Android,449181,Battery
TL-0392,session_start,2026-01-03T22:00:00.000000,WEB,665868,
TL-0140,search_item,2026-02-10T11:00:00.000000,iOS,237774,Battery
TL-0388,start_listing,2026-01-26T08:00:00.000000,Android,795228,Battery
TL-0412,search_item,2026-01-20T05:00:00.000000,iOS,416025,Small Appliance
TL-0086,search_item,2026-01-07T23:00:00.000000,Web,689204,Small Appliance
TL-0001,session_start,2026-01-20T16:00:00.000000,WEB,627798,
TL-0262,session_start,2026-02-07T05:00:00.000000,Web,649171,
TL-0419,search_item,2026-02-11T19:00:00.000000,Web,428952,Battery
TL-0017,session_start,2026-01-28T08:00:00.000000,WEB,244299,
TL-0038,session_start,2026-02-03T01:00:00.000000,Android,847391,
TL-0072,session_start,2026-01-09T17:00:00.000000,Web,517229,
TL-0137,start_listing,2026-02-08T19:00:00.000000,Android,589272,Phone
TL-0280,start_listing,2026-01-11T21:00:00.000000,Web,372340,Laptop
TL-0446,session_start,2026-01-09T19:00:00.000000,iOS,971880,
TL-0361,start_listing,2026-01-25T09:00:00.000000,Android,341421,Small Appliance
TL-0309,session_start,2026-02-01T05:00:00.000000,iOS,498036,
TL-0042,search_item,2026-02-04T02:00:00.000000,Web,166064,Laptop
TL-0471,search_item,2026-01-03T20:00:00.000000,iOS,856276,Laptop
TL-0043,session_start,2026-01-28T05:00:00.000000,iOS,503534,
TL-0440,session_start,2026-01-03T01:00:00.000000,WEB,585055,
TL-0463,session_start,2026-02-12T08:00:00.000000,Android,514892,
TL-0013,session_start,2026-01-05T17:00:00.000000,WEB,503379,
TL-0395,session_start,2026-01-15T14:00:00.000000,Web,411475,
TL-0279,complete_listing,2026-01-11T04:00:00.000000,Android,669798,
TL-0213,session_start,2026-02-03T16:00:00.000000,iOS,993414,
TL-0234,session_start,2026-01-09T13:00:00.000000,WEB,590036,
TL-0441,session_start,2026-01-11T00:00:00.000000,iOS,505048,
TL-0376,start_listing,2026-02-05T05:00:00.000000,Web,234494,Laptop
TL-0346,search_item,2026-01-08T20:00:00.000000,WEB,558023,Small Appliance
TL-0473,complete_listing,2026-02-01T16:00:00.000000,iOS,412280,
TL-0066,search_item,2026-01-27T23:00:00.000000,Android,499436,Laptop
TL-0225,session_start,2026-01-05T22:00:00.000000,WEB,928769,
TL-0485,session_start,2026-02-03T07:00:00.000000,Web,596675,
TL-0131,search_item,2026-01-09T18:00:00.000000,Android,479776,Phone
TL-0409,session_start,2026-01-27T00:00:00.000000,Web,156260,
TL-0309,complete_listing,2026-01-30T13:00:00.000000,Web,124420,
TL-0070,session_start,2026-01-28T11:00:00.000000,Web,470079,
TL-0264,search_item,2026-01-14T10:00:00.000000,Android,904270,Small Appliance
TL-0304,search_item,2026-01-20T18:00:00.000000,WEB,105017,Laptop
TL-0139,start_listing,2026-01-06T20:00:00.000000,WEB,378720,Laptop
TL-0377,session_start,2026-01-02T12:00:00.000000,Web,936762,
TL-0398,search_item,2026-01-11T18:00:00.000000,Web,420804,Small Appliance
TL-0384,search_item,2026-01-18T01:00:00.000000,WEB,127586,Laptop
TL-0310,session_start,2026-01-06T22:00:00.000000,Android,543318,
TL-0302,start_listing,2026-01-25T15:00:00.000000,WEB,278121,Phone
TL-0058,session_start,2026-02-07T02:00:00.000000,iOS,426356,
TL-0491,search_item,2026-01-06T05:00:00.000000,WEB,312436,Phone
TL-0493,start_listing,2026-01-19T01:00:00.000000,iOS,101122,Battery
TL-0277,search_item,2026-02-14T08:00:00.000000,Web,880449,Battery
TL-0072,session_start,2026-02-01T12:00:00.000000,WEB,362899,
TL-0122,session_start,2026-02-05T15:00:00.000000,iOS,807327,
TL-0311,complete_listing,2026-01-03T13:00:00.000000,WEB,347247,
TL-0021,start_listing,2026-02-06T22:00:00.000000,WEB,188721,Battery
TL-0094,search_item,2026-01-23T15:00:00.000000,Web,970065,Battery
TL-0028,session_start,2026-02-05T10:00:00.000000,iOS,402759,
TL-0480,session_start,2026-01-26T01:00:00.000000,iOS,233898,
TL-0119,session_start,2026-02-06T07:00:00.000000,Web,371181,
TL-0208,start_listing,2026-01-15T00:00:00.000000,WEB,560927,Small Appliance
TL-0090,session_start,2026-02-10T17:00:00.000000,Web,876142,
TL-0115,session_start,2026-02-07T16:00:00.000000,Web,356826,
TL-0098,search_item,2026-02-15T04:00:00.000000,Web,344300,Phone
TL-0406,start_listing,2026-01-27T05:00:00.000000,Android,890322,Small Appliance
TL-0389,start_listing,2026-01-05T10:00:00.000000,WEB,540211,Phone
TL-0047,session_start,2026-01-09T21:00:00.000000,Web,943844,
TL-0149,session_start,2026-02-04T01:00:00.000000,Android,444166,
TL-0261,session_start,2026-02-09T00:00:00.000000,Web,351901,
TL-0306,session_start,2026-01-21T05:00:00.000000,iOS,218149,
TL-0169,start_listing,2026-01-02T07:00:00.000000,Web,536431,Phone
TL-0376,search_item,2026-01-01T15:00:00.000000,Web,342542,Laptop
TL-0019,complete_listing,2026-01-15T14:00:00.000000,WEB,163235,
TL-0425,start_listing,2026-01-11T15:00:00.000000,Web,274179,Laptop
TL-0068,session_start,2026-01-21T16:00:00.000000,Web,392706,
TL-0005,session_start,2026-02-03T04:00:00.000000,iOS,695727,
TL-0116,session_start,2026-01-05T02:00:00.000000,WEB,190835,
TL-0244,search_item,2026-02-10T08:00:00.000000,iOS,758139,Small Appliance
TL-0285,session_start,2026-02-01T17:00:00.000000,Web,558825,
TL-0297,search_item,2026-01-18T02:00:00.000000,Android,638784,Laptop
TL-0392,start_listing,2026-02-04T22:00:00.000000,Android,867292,Small Appliance
TL-0242,search_item,2026-01-06T17:00:00.000000,Android,650684,Battery
TL-0128,start_listing,2026-01-09T03:00:00.000000,iOS,953396,Small Appliance
TL-0270,search_item,2026-01-05T06:00:00.000000,Web,258733,Phone
TL-0187,session_start,2026-01-27T22:00:00.000000,iOS,761810,
TL-0477,session_start,2026-02-02T17:00:00.000000,iOS,765635,
TL-0387,search_item,2026-01-28T15:00:00.000000,Android,519639,Small Appliance
TL-0205,start_listing,2026-02-11T03:00:00.000000,Web,548802,Small Appliance
TL-0300,start_listing,2026-01-29T02:00:00.000000,Android,585259,Phone
TL-0397,start_listing,2026-02-13T07:00:00.000000,iOS,908375,Phone
TL-0271,session_start,2026-01-19T19:00:00.000000,Android,528332,
TL-0466,complete_listing,2026-01-15T15:00:00.000000,Android,190586,
TL-0344,session_start,2026-02-12T13:00:00.000000,iOS,876515,
TL-0103,start_listing,2026-01-29T12:00:00.000000,WEB,469497,Laptop
TL-0186,session_start,2026-02-07T05:00:00.000000,Android,943235,
TL-0020,search_item,2026-02-11T21:00:00.000000,WEB,752382,Small Appliance
TL-0453,start_listing,2026-02-12T10:00:00.000000,Android,322709,Small Appliance
TL-0361,search_item,2026-01-17T06:00:00.000000,Android,870295,Battery
TL-0112,search_item,2026-01-10T21:00:00.000000,iOS,649558,Small Appliance
TL-0285,search_item,2026-01-23T23:00:00.000000,Android,361929,Small Appliance
TL-0123,session_start,2026-01-06T19:00:00.000000,iOS,958633,
TL-0095,session_start,2026-02-04T02:00:00.000000,Android,218529,
TL-0150,complete_listing,2026-01-15T22:00:00.000000,WEB,887068,
TL-0013,start_listing,2026-01-31T23:00:00.000000,Android,491715,Small Appliance
TL-0345,search_item,2026-01-28T07:00:00.000000,WEB,635814,Laptop
TL-0259,start_listing,2026-01-30T22:00:00.000000,Android,571540,Small Appliance
TL-0497,start_listing,2026-01-10T19:00:00.000000,WEB,983909,Laptop
TL-0231,complete_listing,2026-02-07T11:00:00.000000,iOS,636748,
TL-0374,session_start,2026-01-07T01:00:00.000000,WEB,826609,
TL-0077,session_start,2026-01-05T04:00:00.000000,Web,151891,
TL-0305,start_listing,2026-01-29T16:00:00.000000,Android,829117,Small Appliance
TL-0376,search_item,2026-01-08T08:00:00.000000,Android,531689,Laptop
TL-0050,session_start,2026-02-07T18:00:00.000000,Web,851467,
TL-0138,session_start,2026-01-12T03:00:00.000000,iOS,392691,
TL-0365,search_item,2026-01-26T02:00:00.000000,Web,643370,Laptop
TL-0233,session_start,2026-02-11T01:00:00.000000,Web,171663,
TL-0304,search_item,2026-02-09T08:00:00.000000,Android,292884,Small Appliance
TL-0135,complete_listing,2026-01-06T04:00:00.000000,iOS,693158,
TL-0093,start_listing,2026-01-15T11:00:00.000000,Web,523829,Laptop
TL-0408,session_start,2026-02-09T00:00:00.000000,Web,567390,
TL-0338,search_item,2026-01-01T16:00:00.000000,WEB,485541,Laptop
TL-0204,start_listing,2026-02-08T07:00:00.000000,Android,837869,Phone
TL-0052,session_start,2026-01-06T11:00:00.000000,iOS,163411,
TL-0475,search_item,2026-01-31T05:00:00.000000,WEB,680777,Phone
TL-0060,search_item,2026-01-11T13:00:00.000000,Android,211672,Laptop
TL-0155,session_start,2026-01-13T01:00:00.000000,iOS,197087,
TL-0217,search_item,2026-02-03T07:00:00.000000,iOS,915638,Phone
TL-0063,start_listing,2026-02-15T22:00:00.000000,iOS,873408,Battery
TL-0493,search_item,2026-02-06T15:00:00.000000,Web,932493,Laptop
TL-0215,complete_listing,2026-01-01T21:00:00.000000,Android,898272,
TL-0346,complete_listing,2026-01-11T03:00:00.000000,Android,423084,
TL-0185,start_listing,2026-01-10T08:00:00.000000,iOS,364886,Battery
TL-0184,complete_listing,2026-01-28T04:00:00.000000,WEB,527542,
TL-0070,search_item,2026-01-09T19:00:00.000000,WEB,435177,Battery
TL-0360,start_listing,2026-01-22T06:00:00.000000,WEB,778752,Small Appliance
TL-0273,session_start,2026-02-01T15:00:00.000000,Web,904025,
TL-0041,search_item,2026-01-18T08:00:00.000000,Android,577597,Battery
TL-0225,complete_listing,2026-01-25T19:00:00.000000,Android,113283,
TL-0029,complete_listing,2026-01-05T08:00:00.000000,WEB,146093,
TL-0227,start_listing,2026-02-12T11:00:00.000000,iOS,109594,Small Appliance
TL-0171,search_item,2026-02-02T01:00:00.000000,WEB,194470,Phone
TL-0033,search_item,2026-02-07T17:00:00.000000,Web,546910,Laptop
TL-0080,start_listing,2026-01-12T07:00:00.000000,Android,647595,Phone
TL-0302,search_item,2026-01-19T02:00:00.000000,Web,451993,Phone
TL-0296,search_item,2026-01-20T12:00:00.000000,iOS,371432,Battery
TL-0068,complete_listing,2026-01-15T06:00:00.000000,Web,718519,
TL-0088,search_item,2026-02-05T15:00:00.000000,iOS,930416,Battery
TL-0016,start_listing,2026-02-05T10:00:00.000000,iOS,305775,Battery
TL-0058,search_item,2026-01-18T17:00:00.000000,WEB,953239,Small Appliance
TL-0017,session_start,2026-01-20T08:00:00.000000,iOS,392424,
TL-0072,search_item,2026-01-14T02:00:00.000000,Web,597920,Laptop
TL-0142,session_start,2026-01-16T00:00:00.000000,WEB,588936,
TL-0377,complete_listing,2026-01-01T20:00:00.000000,WEB,935185,
TL-0008,session_start,2026-01-28T06:00:00.000000,WEB,887357,
TL-0426,start_listing,2026-01-03T11:00:00.000000,Android,969770,Laptop
TL-0209,session_start,2026-01-05T11:00:00.000000,Android,197141,
TL-0247,search_item,2026-01-12T15:00:00.000000,Android,882886,Laptop
TL-0195,session_start,2026-01-07T20:00:00.000000,WEB,759374,
TL-0289,session_start,2026-01-01T20:00:00.000000,iOS,668869,
TL-0278,session_start,2026-01-08T19:00:00.000000,Android,259988,
TL-0161,session_start,2026-02-06T13:00:00.000000,WEB,122271,
TL-0077,start_listing,2026-02-05T00:00:00.000000,Web,751312,Small Appliance
TL-0091,session_start,2026-02-13T09:00:00.000000,Web,186381,
TL-0219,start_listing,2026-01-29T01:00:00.000000,Android,189616,Laptop
TL-0451,search_item,2026-01-27T22:00:00.000000,Android,248352,Battery
TL-0049,session_start,2026-02-01T02:00:00.000000,Web,148989,
TL-0156,start_listing,2026-01-23T14:00:00.000000,iOS,681434,Laptop
TL-0001,start_listing,2026-02-08T03:00:00.000000,WEB,428180,Small Appliance
TL-0236,session_start,2026-01-21T01:00:00.000000,WEB,377504,
TL-0080,search_item,2026-01-27T04:00:00.000000,iOS,666455,Battery
TL-0284,session_start,2026-01-13T19:00:00.000000,WEB,392634,
TL-0072,search_item,2026-01-21T21:00:00.000000,iOS,877726,Phone
TL-0033,session_start,2026-01-03T00:00:00.000000,WEB,308802,
TL-0042,session_start,2026-01-27T23:00:00.000000,iOS,858959,
TL-0219,search_item,2026-02-12T23:00:00.000000,Android,841589,Small Appliance
TL-0022,session_start,2026-01-14T15:00:00.000000,iOS,267505,
TL-0319,search_item,2026-01-16T21:00:00.000000,WEB,957152,Battery
TL-0281,search_item,2026-02-12T10:00:00.000000,WEB,540696,Phone
TL-0139,search_item,2026-02-03T06:00:00.000000,Android,672627,Battery
TL-0017,search_item,2026-02-10T03:00:00.000000,Web,299714,Small Appliance
